sale_date,sale_year,sale_month,sale_quarter,weekday,store,region,category,product_name,quantity,unit_price,total_sales
2024-01-17,2024.0,1.0,1.0,Wednesday,Store B,SOUTH,ACCESSORIES,Tablet,7,1271.32,4890.37
2024-05-22,2024.0,5.0,2.0,Wednesday,Store D,NORTH,ACCESSORIES,Tablet,1,1201.85,1201.85
2024-01-03,2024.0,1.0,1.0,Wednesday,Store C,NORTH,ELECTRONICS,Tablet,9,375.63,3380.67
2024-11-22,2024.0,11.0,4.0,Friday,Store-E,WEST,ELECTRONICS,Tablet Plus,8,484.77,3878.16
2024-05-09,2024.0,5.0,2.0,Thursday,Store C,WEST,ACCESSORIES,Smartphone X,10,874.27,8742.7
2024-10-01,2024.0,10.0,4.0,Tuesday,Store B,SOUTH,ELECTRONICS,Tablet,2,300.82,601.64
2024-08-18,2024.0,8.0,3.0,Sunday,Store D,WEST,ACCESSORIES,Laptop Pro - 15,9,1150.38,4288.18
2024-04-14,2024.0,4.0,2.0,Sunday,Store E,EAST,ELECTRONICS,Smartfone X,5,1984.14,2573.41
2024-04-06,2024.0,4.0,2.0,Saturday,Store C,EAST,ELECTRONICS,Laptop Pro - 15,3,1512.83,4538.49
2024-07-03,2024.0,7.0,3.0,Wednesday,Store C,WEST,ACCESSORIES,Tablet,3,1397.36,4192.08
2024-10-23,2024.0,10.0,4.0,Wednesday,Store-D,WEST,ACCESSORIES,Laptop Pro - 15,1,32.92,4019.41
2024-02-20,2024.0,2.0,1.0,Tuesday,Store A,SOUTH,ACCESSORIES,Smartfone X,3,488.3,1464.9
2024-02-26,2024.0,2.0,1.0,Monday,Store-B,SOUTH,ACCESSORIES,Tablet,3,529.57,1588.71
2024-01-25,2024.0,1.0,1.0,Thursday,Store-A,EAST,ACCESSORIES,Smartphone X,7,555.39,3887.73
2024-03-30,2024.0,3.0,1.0,Saturday,Store-B,WEST,ACCESSORIES,Smartfone X,3,1748.71,1556.18
2024-07-12,2024.0,7.0,3.0,Friday,Store A,WEST,ELECTRONICS,Laptop Pro15,10,1981.1,19811.0
2024-04-17,2024.0,4.0,2.0,Wednesday,Store D,WEST,ELECTRONICS,Tablet,10,982.35,860.09
2024-05-07,2024.0,5.0,2.0,Tuesday,Store E,EAST,ACCESSORIES,Smartfone X,3,1365.31,4095.93
2024-05-07,2024.0,5.0,2.0,Tuesday,Store-C,WEST,ACCESSORIES,Laptop Pro - 15,7,1995.18,13966.26
2024-01-22,2024.0,1.0,1.0,Monday,Store A,SOUTH,ACCESSORIES,Tablet,7,488.8,4078.53
2024-03-12,2024.0,3.0,1.0,Tuesday,Store D,SOUTH,ACCESSORIES,Laptop Pro - 15,6,1085.65,6513.9
2024-10-01,2024.0,10.0,4.0,Tuesday,Store-E,EAST,ACCESSORIES,Tablet Plus,1,594.01,1109.68
2024-10-31,2024.0,10.0,4.0,Thursday,Store-C,SOUTH,ACCESSORIES,Ltp Pro 15,10,1820.94,18209.4
2024-01-01,2024.0,1.0,1.0,Monday,Store D,EAST,ELECTRONICS,Laptop Pro - 15,2,460.35,920.7
2024-01-23,2024.0,1.0,1.0,Tuesday,Store C,EAST,ACCESSORIES,Ltp Pro 15,4,1299.99,2107.28
2024-08-01,2024.0,8.0,3.0,Thursday,Store-A,EAST,ELECTRONICS,Ltp Pro 15,10,413.54,4135.4
2024-08-01,2024.0,8.0,3.0,Thursday,Store-E,EAST,ACCESSORIES,Tablet Plus,4,1931.58,7726.32
2024-01-15,2024.0,1.0,1.0,Monday,Store E,WEST,ELECTRONICS,Laptop Pro 15,4,162.25,649.0
2024-01-04,2024.0,1.0,1.0,Thursday,Store E,EAST,ELECTRONICS,Ltp Pro 15,2,1927.28,3854.56
2024-10-12,2024.0,10.0,4.0,Saturday,Store B,EAST,ACCESSORIES,Laptop Pro - 15,2,1524.08,3048.16
2024-01-29,2024.0,1.0,1.0,Monday,Store-C,EAST,ELECTRONICS,Laptop Pro15,9,1695.87,1752.84
2024-03-12,2024.0,3.0,1.0,Tuesday,Store C,WEST,ELECTRONICS,Ltp Pro 15,8,1701.62,13612.96
2024-08-23,2024.0,8.0,3.0,Friday,Store A,NORTH,ELECTRONICS,Laptop Pro15,10,490.28,4902.8
2024-11-23,2024.0,11.0,4.0,Saturday,Store-D,EAST,ELECTRONICS,Ltp Pro 15,8,336.51,3945.19
2024-02-12,2024.0,2.0,1.0,Monday,Store-C,EAST,ELECTRONICS,Smart Phone X,2,190.74,2964.47
2024-02-16,2024.0,2.0,1.0,Friday,Store-C,NORTH,ELECTRONICS,Ltp Pro 15,10,708.25,7082.5
2024-05-30,2024.0,5.0,2.0,Thursday,Store A,SOUTH,ACCESSORIES,Smart Phone X,8,1310.93,1339.06
2024-02-25,2024.0,2.0,1.0,Sunday,Store-A,SOUTH,ACCESSORIES,Smartfone X,5,1963.72,9818.6
2024-07-30,2024.0,7.0,3.0,Tuesday,Store A,SOUTH,ACCESSORIES,Laptop Pro 15,7,709.01,4963.07
2024-06-17,2024.0,6.0,2.0,Monday,Store A,NORTH,ACCESSORIES,Smartfone X,1,1024.74,3870.05
2024-03-19,2024.0,3.0,1.0,Tuesday,Store D,EAST,ELECTRONICS,Laptop Pro15,10,429.73,4297.3
2024-08-12,2024.0,8.0,3.0,Monday,Store-B,WEST,ELECTRONICS,Tablet,6,31.66,189.96
2024-08-30,2024.0,8.0,3.0,Friday,Store C,NORTH,ELECTRONICS,Laptop Pro15,6,1871.09,11226.54
2024-12-19,2024.0,12.0,4.0,Thursday,Store B,NORTH,ACCESSORIES,Tablet,4,553.55,2214.2
2024-09-19,2024.0,9.0,3.0,Thursday,Store-C,EAST,ACCESSORIES,Smartfone X,6,1550.98,1591.38
2024-04-06,2024.0,4.0,2.0,Saturday,Store-E,NORTH,ACCESSORIES,Ltp Pro 15,9,816.49,7348.41
2024-11-23,2024.0,11.0,4.0,Saturday,Store E,SOUTH,ACCESSORIES,Laptop Pro15,1,1614.8,1614.8
2024-09-18,2024.0,9.0,3.0,Wednesday,Store-D,SOUTH,ACCESSORIES,Tablet,5,1019.06,5095.3
2024-07-01,2024.0,7.0,3.0,Monday,Store B,SOUTH,ACCESSORIES,Tablet,10,864.7,8647.0
2024-11-05,2024.0,11.0,4.0,Tuesday,Store-C,EAST,ELECTRONICS,Laptop Pro 15,7,1382.53,9677.71
2024-03-26,2024.0,3.0,1.0,Tuesday,Store C,NORTH,ELECTRONICS,Laptop Pro15,7,93.11,651.77
2024-04-20,2024.0,4.0,2.0,Saturday,Store C,SOUTH,ELECTRONICS,Smartfone X,2,35.24,70.48
2024-02-16,2024.0,2.0,1.0,Friday,Store E,SOUTH,ELECTRONICS,Smartfone X,7,1725.1,12075.7
2024-04-26,2024.0,4.0,2.0,Friday,Store-E,WEST,ELECTRONICS,Tablet Plus,6,747.82,4486.92
2024-01-24,2024.0,1.0,1.0,Wednesday,Store-E,EAST,ELECTRONICS,Tablet,10,1062.88,1241.06
2024-02-07,2024.0,2.0,1.0,Wednesday,Store A,SOUTH,ELECTRONICS,Smartfone X,4,1516.5,6066.0
2024-11-12,2024.0,11.0,4.0,Tuesday,Store B,EAST,ACCESSORIES,Tablet,6,1170.76,7024.56
2024-12-25,2024.0,12.0,4.0,Wednesday,Store A,WEST,ACCESSORIES,Laptop Pro - 15,10,163.52,4192.57
2024-12-23,2024.0,12.0,4.0,Monday,Store-A,WEST,ELECTRONICS,Smartfone X,1,1128.03,1128.03
2024-11-13,2024.0,11.0,4.0,Wednesday,Store B,SOUTH,ACCESSORIES,Smartfone X,9,881.86,7936.74
2024-05-29,2024.0,5.0,2.0,Wednesday,Store D,NORTH,ACCESSORIES,Smartfone X,10,888.07,8880.7
2024-07-30,2024.0,7.0,3.0,Tuesday,Store B,WEST,ELECTRONICS,Laptop Pro - 15,9,256.06,1552.16
2024-08-25,2024.0,8.0,3.0,Sunday,Store D,NORTH,ELECTRONICS,Laptop Pro 15,7,1834.16,12839.12
2024-01-09,2024.0,1.0,1.0,Tuesday,Store E,WEST,ACCESSORIES,Laptop Pro - 15,1,682.98,682.98
2024-06-29,2024.0,6.0,2.0,Saturday,Store-C,NORTH,ELECTRONICS,Laptop Pro15,7,1931.25,2046.57
2024-11-22,2024.0,11.0,4.0,Friday,Store E,EAST,ELECTRONICS,Smartphone X,5,358.23,1791.15
2024-08-09,2024.0,8.0,3.0,Friday,Store E,EAST,ELECTRONICS,Tablet,5,1290.5,330.65
2024-07-02,2024.0,7.0,3.0,Tuesday,Store B,NORTH,ELECTRONICS,Smartfone X,5,1922.1,9610.5
2024-03-14,2024.0,3.0,1.0,Thursday,Store A,WEST,ACCESSORIES,Smartfone X,4,849.53,3398.12
2024-07-01,2024.0,7.0,3.0,Monday,Store A,SOUTH,ACCESSORIES,Tablet Plus,10,929.33,3756.85
2024-02-09,2024.0,2.0,1.0,Friday,Store B,WEST,ACCESSORIES,Laptop Pro - 15,2,1412.48,2824.96
2024-05-16,2024.0,5.0,2.0,Thursday,Store B,EAST,ACCESSORIES,Laptop Pro 15,4,706.73,2826.92
2024-05-08,2024.0,5.0,2.0,Wednesday,Store B,SOUTH,ELECTRONICS,Laptop Pro - 15,8,660.67,5285.36
2024-07-22,2024.0,7.0,3.0,Monday,Store-B,SOUTH,ACCESSORIES,Laptop Pro 15,8,1762.3,2631.4
2024-11-10,2024.0,11.0,4.0,Sunday,Store D,NORTH,ACCESSORIES,Tablet,2,1729.33,3458.66
2024-09-05,2024.0,9.0,3.0,Thursday,Store A,EAST,ELECTRONICS,Laptop Pro - 15,8,61.34,490.72
2024-03-21,2024.0,3.0,1.0,Thursday,Store-A,SOUTH,ELECTRONICS,Ltp Pro 15,9,1579.2,831.85
2024-06-26,2024.0,6.0,2.0,Wednesday,Store-A,WEST,ACCESSORIES,Laptop Pro 15,5,509.0,2545.0
2024-07-15,2024.0,7.0,3.0,Monday,Store D,WEST,ELECTRONICS,Ltp Pro 15,7,620.0,4776.35
2024-09-14,2024.0,9.0,3.0,Saturday,Store E,EAST,ELECTRONICS,Smart Phone X,3,572.57,2829.63
2024-04-16,2024.0,4.0,2.0,Tuesday,Store-D,SOUTH,ELECTRONICS,Laptop Pro 15,10,965.13,9651.3
2024-03-01,2024.0,3.0,1.0,Friday,Store-A,NORTH,ELECTRONICS,Tablet Plus,4,495.83,1983.32
2024-09-15,2024.0,9.0,3.0,Sunday,Store D,WEST,ACCESSORIES,Smart Phone X,4,329.99,1319.96
2024-08-18,2024.0,8.0,3.0,Sunday,Store E,SOUTH,ACCESSORIES,Smartfone X,3,922.31,2766.93
2024-10-28,2024.0,10.0,4.0,Monday,Store-D,WEST,ELECTRONICS,Tablet Plus,9,1851.9,407.52
2024-09-21,2024.0,9.0,3.0,Saturday,Store D,NORTH,ACCESSORIES,Ltp Pro 15,2,1826.61,3653.22
2024-09-14,2024.0,9.0,3.0,Saturday,Store-B,WEST,ELECTRONICS,Smartfone X,4,275.61,1102.44
2024-06-13,2024.0,6.0,2.0,Thursday,Store B,EAST,ELECTRONICS,Smartfone X,10,793.1,3530.12
2024-06-07,2024.0,6.0,2.0,Friday,Store-B,SOUTH,ELECTRONICS,Smartphone X,6,53.36,4447.65
2024-07-12,2024.0,7.0,3.0,Friday,Store B,SOUTH,ACCESSORIES,Smartfone X,9,633.84,5704.56
2024-02-20,2024.0,2.0,1.0,Tuesday,Store-E,EAST,ELECTRONICS,Smartfone X,8,905.06,1941.47
2024-12-29,2024.0,12.0,4.0,Sunday,Store B,WEST,ACCESSORIES,Ltp Pro 15,10,438.59,3924.32
2024-04-14,2024.0,4.0,2.0,Sunday,Store A,WEST,ELECTRONICS,Tablet,2,630.62,671.95
2024-04-25,2024.0,4.0,2.0,Thursday,Store-A,SOUTH,ACCESSORIES,Laptop Pro - 15,4,1710.54,176.62
2024-07-30,2024.0,7.0,3.0,Tuesday,Store-D,NORTH,ELECTRONICS,Laptop Pro15,1,1226.07,1226.07
2024-07-26,2024.0,7.0,3.0,Friday,Store A,NORTH,ACCESSORIES,Ltp Pro 15,2,47.61,1741.88
2024-06-02,2024.0,6.0,2.0,Sunday,Store-E,WEST,ELECTRONICS,Laptop Pro 15,1,373.37,373.37
2024-12-06,2024.0,12.0,4.0,Friday,Store-E,EAST,ELECTRONICS,Smart Phone X,7,581.34,4069.38
2024-09-26,2024.0,9.0,3.0,Thursday,Store-C,EAST,ELECTRONICS,Laptop Pro - 15,2,951.89,1903.78
2024-07-01,2024.0,7.0,3.0,Monday,Store-C,SOUTH,ACCESSORIES,Smartphone X,2,134.0,268.0
2024-07-04,2024.0,7.0,3.0,Thursday,Store-A,NORTH,ELECTRONICS,Laptop Pro 15,5,831.51,2155.62
2024-07-31,2024.0,7.0,3.0,Wednesday,Store B,EAST,ELECTRONICS,Laptop Pro 15,9,1613.52,14521.68
2024-12-29,2024.0,12.0,4.0,Sunday,Store D,WEST,ELECTRONICS,Laptop Pro 15,9,1038.5,9346.5
2024-03-28,2024.0,3.0,1.0,Thursday,Store C,NORTH,ACCESSORIES,Ltp Pro 15,5,835.9,2163.99
2024-03-23,2024.0,3.0,1.0,Saturday,Store B,SOUTH,ELECTRONICS,Smartfone X,1,1962.97,1962.97
2024-06-07,2024.0,6.0,2.0,Friday,Store-A,NORTH,ACCESSORIES,Ltp Pro 15,4,1837.71,7350.84
2024-08-27,2024.0,8.0,3.0,Tuesday,Store A,EAST,ACCESSORIES,Laptop Pro15,7,285.19,3839.04
2024-05-24,2024.0,5.0,2.0,Friday,Store-E,EAST,ACCESSORIES,Ltp Pro 15,5,1390.13,342.95
2024-05-07,2024.0,5.0,2.0,Tuesday,Store-C,NORTH,ELECTRONICS,Tablet Plus,9,891.84,8026.56
2024-11-20,2024.0,11.0,4.0,Wednesday,Store B,EAST,ACCESSORIES,Smartphone X,2,1253.49,1567.4
2024-11-06,2024.0,11.0,4.0,Wednesday,Store B,SOUTH,ELECTRONICS,Tablet,3,329.22,3248.82
2024-07-09,2024.0,7.0,3.0,Tuesday,Store-D,WEST,ELECTRONICS,Ltp Pro 15,7,961.08,3278.38
2024-10-29,2024.0,10.0,4.0,Tuesday,Store-D,EAST,ACCESSORIES,Tablet,4,176.48,705.92
2024-09-23,2024.0,9.0,3.0,Monday,Store D,NORTH,ACCESSORIES,Smart Phone X,5,625.32,860.6
2024-02-01,2024.0,2.0,1.0,Thursday,Store-A,SOUTH,ELECTRONICS,Laptop Pro 15,8,1315.26,10522.08
2024-06-15,2024.0,6.0,2.0,Saturday,Store-E,WEST,ACCESSORIES,Laptop Pro - 15,8,1273.5,10188.0
2024-06-04,2024.0,6.0,2.0,Tuesday,Store-B,EAST,ELECTRONICS,Smartfone X,10,162.61,811.42
2024-02-01,2024.0,2.0,1.0,Thursday,Store D,SOUTH,ACCESSORIES,Laptop Pro 15,5,906.67,4533.35
2024-11-27,2024.0,11.0,4.0,Wednesday,Store-C,EAST,ACCESSORIES,Smartfone X,5,569.69,2848.45
2024-01-05,2024.0,1.0,1.0,Friday,Store-B,WEST,ELECTRONICS,Smartphone X,6,1124.99,783.43
2024-04-16,2024.0,4.0,2.0,Tuesday,Store-E,SOUTH,ACCESSORIES,Laptop Pro - 15,1,1157.32,1157.32
2024-03-05,2024.0,3.0,1.0,Tuesday,Store-D,EAST,ACCESSORIES,Laptop Pro15,6,482.47,2894.82
2024-06-12,2024.0,6.0,2.0,Wednesday,Store C,NORTH,ELECTRONICS,Smartfone X,9,826.18,7435.62
2024-04-03,2024.0,4.0,2.0,Wednesday,Store-D,WEST,ACCESSORIES,Smartfone X,6,1797.07,10782.42
2024-04-18,2024.0,4.0,2.0,Thursday,Store E,NORTH,ELECTRONICS,Tablet Plus,3,888.42,4041.71
2024-06-14,2024.0,6.0,2.0,Friday,Store D,NORTH,ACCESSORIES,Smartfone X,7,175.38,1227.66
2024-04-28,2024.0,4.0,2.0,Sunday,Store A,WEST,ACCESSORIES,Ltp Pro 15,6,1487.5,8925.0
2024-07-16,2024.0,7.0,3.0,Tuesday,Store-D,SOUTH,ELECTRONICS,Laptop Pro 15,9,1958.18,17623.62
2024-02-11,2024.0,2.0,1.0,Sunday,Store-D,WEST,ACCESSORIES,Smart Phone X,2,1299.99,2100.71
2024-10-11,2024.0,10.0,4.0,Friday,Store A,SOUTH,ACCESSORIES,Ltp Pro 15,9,1307.79,11770.11
2024-01-11,2024.0,1.0,1.0,Thursday,Store D,NORTH,ACCESSORIES,Tablet,10,1161.93,4726.1
2024-04-10,2024.0,4.0,2.0,Wednesday,Store B,SOUTH,ACCESSORIES,Ltp Pro 15,1,1823.38,1823.38
2024-05-02,2024.0,5.0,2.0,Thursday,Store-C,EAST,ELECTRONICS,Smartphone X,9,1293.3,11639.7
2024-01-31,2024.0,1.0,1.0,Wednesday,Store A,SOUTH,ELECTRONICS,Smart Phone X,10,696.49,1273.68
2024-12-24,2024.0,12.0,4.0,Tuesday,Store-A,NORTH,ACCESSORIES,Tablet Plus,1,428.33,3772.62
2024-01-07,2024.0,1.0,1.0,Sunday,Store E,EAST,ELECTRONICS,Ltp Pro 15,8,948.15,7585.2
2024-11-30,2024.0,11.0,4.0,Saturday,Store-A,SOUTH,ACCESSORIES,Ltp Pro 15,5,1294.43,3753.18
2024-07-19,2024.0,7.0,3.0,Friday,Store-E,SOUTH,ELECTRONICS,Smartphone X,10,281.06,2810.6
2024-10-25,2024.0,10.0,4.0,Friday,Store A,EAST,ACCESSORIES,Tablet Plus,3,379.56,1138.68
2024-03-08,2024.0,3.0,1.0,Friday,Store A,NORTH,ELECTRONICS,Laptop Pro - 15,1,313.74,313.74
2024-01-19,2024.0,1.0,1.0,Friday,Store C,SOUTH,ELECTRONICS,Smartphone X,6,556.65,3339.9
2024-07-24,2024.0,7.0,3.0,Wednesday,Store-B,EAST,ACCESSORIES,Tablet,3,1347.38,4042.14
2024-08-27,2024.0,8.0,3.0,Tuesday,Store B,WEST,ACCESSORIES,Smartphone X,1,558.43,2765.07
2024-07-08,2024.0,7.0,3.0,Monday,Store-C,SOUTH,ELECTRONICS,Smartfone X,7,1973.0,1911.03
2024-10-12,2024.0,10.0,4.0,Saturday,Store-A,NORTH,ELECTRONICS,Tablet Plus,6,1797.83,10786.98
2024-10-31,2024.0,10.0,4.0,Thursday,Store B,NORTH,ELECTRONICS,Laptop Pro15,3,1839.99,5519.97
2024-07-01,2024.0,7.0,3.0,Monday,Store-C,WEST,ACCESSORIES,Laptop Pro - 15,4,1842.83,3911.93
2024-12-23,2024.0,12.0,4.0,Monday,Store-B,NORTH,ACCESSORIES,Laptop Pro 15,3,1032.68,3098.04
2024-07-10,2024.0,7.0,3.0,Wednesday,Store D,NORTH,ACCESSORIES,Laptop Pro15,8,164.85,4614.87
2024-05-09,2024.0,5.0,2.0,Thursday,Store B,NORTH,ACCESSORIES,Smartfone X,2,1304.89,2609.78
2024-02-01,2024.0,2.0,1.0,Thursday,Store D,SOUTH,ACCESSORIES,Smart Phone X,9,245.57,2210.13
2024-11-11,2024.0,11.0,4.0,Monday,Store B,NORTH,ELECTRONICS,Smartphone X,3,469.54,1408.62
2024-01-07,2024.0,1.0,1.0,Sunday,Store E,NORTH,ELECTRONICS,Smart Phone X,10,65.95,4376.65
2024-05-27,2024.0,5.0,2.0,Monday,Store B,NORTH,ELECTRONICS,Smartfone X,9,1856.41,415.82
2024-01-24,2024.0,1.0,1.0,Wednesday,Store-D,EAST,ELECTRONICS,Smartphone X,2,1173.15,4758.76
2024-07-31,2024.0,7.0,3.0,Wednesday,Store E,WEST,ACCESSORIES,Laptop Pro - 15,5,250.52,4065.46
2024-09-07,2024.0,9.0,3.0,Saturday,Store C,SOUTH,ELECTRONICS,Smartfone X,2,1613.51,3563.96
2024-10-01,2024.0,10.0,4.0,Tuesday,Store B,EAST,ACCESSORIES,Smartfone X,3,1161.16,3483.48
2024-11-09,2024.0,11.0,4.0,Saturday,Store B,EAST,ELECTRONICS,Laptop Pro15,1,366.82,2497.22
2024-06-13,2024.0,6.0,2.0,Thursday,Store-C,EAST,ELECTRONICS,Smart Phone X,3,1322.37,4041.58
2024-11-17,2024.0,11.0,4.0,Sunday,Store-E,EAST,ELECTRONICS,Tablet,7,42.34,856.34
2024-11-29,2024.0,11.0,4.0,Friday,Store C,NORTH,ACCESSORIES,Tablet,3,1299.85,4510.2
2024-11-25,2024.0,11.0,4.0,Monday,Store-B,EAST,ELECTRONICS,Smartfone X,7,372.35,3845.53
2024-04-26,2024.0,4.0,2.0,Friday,Store-B,SOUTH,ELECTRONICS,Tablet,2,939.69,1879.38
2024-02-21,2024.0,2.0,1.0,Wednesday,Store E,EAST,ACCESSORIES,Laptop Pro15,5,1947.61,9738.05
2024-04-17,2024.0,4.0,2.0,Wednesday,Store-B,WEST,ACCESSORIES,Tablet Plus,6,86.87,521.22
2024-10-11,2024.0,10.0,4.0,Friday,Store-D,SOUTH,ACCESSORIES,Smart Phone X,7,833.54,2044.2
2024-06-12,2024.0,6.0,2.0,Wednesday,Store E,SOUTH,ACCESSORIES,Tablet,8,255.44,4574.71
2024-08-28,2024.0,8.0,3.0,Wednesday,Store D,EAST,ACCESSORIES,Laptop Pro 15,3,1847.7,5543.1
2024-08-07,2024.0,8.0,3.0,Wednesday,Store C,WEST,ELECTRONICS,Laptop Pro 15,5,1953.28,9766.4
2024-09-20,2024.0,9.0,3.0,Friday,Store B,EAST,ACCESSORIES,Laptop Pro 15,10,1682.19,1558.57
2024-12-05,2024.0,12.0,4.0,Thursday,Store D,EAST,ELECTRONICS,Laptop Pro - 15,4,412.88,1984.11
2024-02-24,2024.0,2.0,1.0,Saturday,Store-A,WEST,ELECTRONICS,Tablet,4,1098.3,4631.81
2024-02-26,2024.0,2.0,1.0,Monday,Store-B,NORTH,ACCESSORIES,Laptop Pro - 15,9,1340.92,12068.28
2024-10-02,2024.0,10.0,4.0,Wednesday,Store E,EAST,ELECTRONICS,Smartfone X,4,1516.47,6065.88
2024-11-27,2024.0,11.0,4.0,Wednesday,Store C,SOUTH,ACCESSORIES,Tablet Plus,10,210.22,2102.2
2024-02-12,2024.0,2.0,1.0,Monday,Store E,EAST,ELECTRONICS,Laptop Pro15,6,1501.05,9006.3
2024-06-15,2024.0,6.0,2.0,Saturday,Store C,NORTH,ACCESSORIES,Smartphone X,2,265.58,895.56
2024-12-27,2024.0,12.0,4.0,Friday,Store D,WEST,ELECTRONICS,Tablet Plus,6,1683.92,10103.52
2024-01-11,2024.0,1.0,1.0,Thursday,Store-D,SOUTH,ACCESSORIES,Ltp Pro 15,8,784.1,6272.8
2024-05-05,2024.0,5.0,2.0,Sunday,Store C,NORTH,ELECTRONICS,Laptop Pro15,4,1841.79,7367.16
2024-04-18,2024.0,4.0,2.0,Thursday,Store D,EAST,ACCESSORIES,Laptop Pro 15,5,1212.63,4261.28
2024-07-30,2024.0,7.0,3.0,Tuesday,Store B,EAST,ELECTRONICS,Tablet Plus,2,579.4,1158.8
2024-11-15,2024.0,11.0,4.0,Friday,Store D,EAST,ELECTRONICS,Tablet Plus,3,1075.31,3610.77
2024-01-05,2024.0,1.0,1.0,Friday,Store-E,NORTH,ACCESSORIES,Ltp Pro 15,7,1522.77,10659.39
2024-03-18,2024.0,3.0,1.0,Monday,Store A,SOUTH,ELECTRONICS,Smartfone X,3,226.57,1709.42
2024-01-28,2024.0,1.0,1.0,Sunday,Store C,WEST,ELECTRONICS,Laptop Pro15,2,1427.24,2854.48
2024-08-31,2024.0,8.0,3.0,Saturday,Store-D,EAST,ELECTRONICS,Smartfone X,1,1870.65,1870.65
2024-12-25,2024.0,12.0,4.0,Wednesday,Store-A,WEST,ACCESSORIES,Tablet Plus,3,1363.36,4090.08
2024-03-23,2024.0,3.0,1.0,Saturday,Store-C,WEST,ACCESSORIES,Laptop Pro 15,10,448.34,4483.4
2024-01-15,2024.0,1.0,1.0,Monday,Store B,EAST,ELECTRONICS,Smart Phone X,3,1579.67,4739.01
2024-03-27,2024.0,3.0,1.0,Wednesday,Store B,EAST,ACCESSORIES,Smartfone X,10,682.07,4550.45
2024-10-17,2024.0,10.0,4.0,Thursday,Store E,NORTH,ELECTRONICS,Laptop Pro15,8,1065.31,3159.8
2024-10-01,2024.0,10.0,4.0,Tuesday,Store D,EAST,ACCESSORIES,Laptop Pro 15,10,172.72,1727.2
2024-08-12,2024.0,8.0,3.0,Monday,Store B,NORTH,ACCESSORIES,Tablet,1,1110.08,4804.45
2024-12-07,2024.0,12.0,4.0,Saturday,Store E,WEST,ELECTRONICS,Ltp Pro 15,3,877.35,2632.05
2024-01-21,2024.0,1.0,1.0,Sunday,Store D,SOUTH,ELECTRONICS,Tablet,5,249.59,1247.95
2024-12-28,2024.0,12.0,4.0,Saturday,Store C,SOUTH,ACCESSORIES,Laptop Pro15,1,1595.76,1595.76
2024-01-02,2024.0,1.0,1.0,Tuesday,Store-B,NORTH,ELECTRONICS,Tablet Plus,6,1184.09,7104.54
2024-01-23,2024.0,1.0,1.0,Tuesday,Store E,EAST,ELECTRONICS,Smart Phone X,5,992.92,4964.6
2024-04-23,2024.0,4.0,2.0,Tuesday,Store D,NORTH,ELECTRONICS,Laptop Pro - 15,10,1824.88,516.86
2024-11-01,2024.0,11.0,4.0,Friday,Store E,NORTH,ELECTRONICS,Laptop Pro - 15,6,979.18,5875.08
2024-05-01,2024.0,5.0,2.0,Wednesday,Store C,WEST,ACCESSORIES,Tablet,4,287.11,1148.44
2024-09-01,2024.0,9.0,3.0,Sunday,Store D,SOUTH,ELECTRONICS,Ltp Pro 15,8,116.71,933.68
2024-05-28,2024.0,5.0,2.0,Tuesday,Store D,SOUTH,ACCESSORIES,Laptop Pro15,8,348.78,2790.24
2024-08-21,2024.0,8.0,3.0,Wednesday,Store-A,WEST,ACCESSORIES,Smartfone X,3,1696.32,1919.79
2024-06-25,2024.0,6.0,2.0,Tuesday,Store-B,SOUTH,ELECTRONICS,Tablet Plus,5,397.11,2571.63
2024-08-31,2024.0,8.0,3.0,Saturday,Store E,SOUTH,ELECTRONICS,Tablet,4,1585.67,6342.68
2024-03-17,2024.0,3.0,1.0,Sunday,Store-D,NORTH,ACCESSORIES,Tablet,8,1028.87,192.52
2024-08-20,2024.0,8.0,3.0,Tuesday,Store-B,EAST,ELECTRONICS,Tablet Plus,4,1061.0,4454.05
2024-01-17,2024.0,1.0,1.0,Wednesday,Store B,NORTH,ELECTRONICS,Laptop Pro - 15,10,1766.27,17662.7
2024-02-22,2024.0,2.0,1.0,Thursday,Store-A,EAST,ELECTRONICS,Smart Phone X,6,1999.94,4576.23
2024-07-12,2024.0,7.0,3.0,Friday,Store B,EAST,ACCESSORIES,Laptop Pro - 15,3,1743.6,4043.6
2024-02-16,2024.0,2.0,1.0,Friday,Store-D,WEST,ELECTRONICS,Smartphone X,8,784.81,6278.48
2024-03-27,2024.0,3.0,1.0,Wednesday,Store A,SOUTH,ACCESSORIES,Laptop Pro 15,5,1756.75,2404.37
2024-05-12,2024.0,5.0,2.0,Sunday,Store-E,WEST,ELECTRONICS,Laptop Pro 15,7,111.57,780.99
2024-10-22,2024.0,10.0,4.0,Tuesday,Store D,EAST,ACCESSORIES,Laptop Pro15,4,43.94,175.76
2024-12-23,2024.0,12.0,4.0,Monday,Store C,WEST,ACCESSORIES,Tablet,6,1985.32,11911.92
2024-04-11,2024.0,4.0,2.0,Thursday,Store D,SOUTH,ELECTRONICS,Laptop Pro - 15,9,1044.89,2567.18
2024-07-21,2024.0,7.0,3.0,Sunday,Store-C,EAST,ELECTRONICS,Smartfone X,6,1441.37,8648.22
2024-05-29,2024.0,5.0,2.0,Wednesday,Store-B,WEST,ELECTRONICS,Smartfone X,4,967.84,3871.36
2024-09-20,2024.0,9.0,3.0,Friday,Store-A,SOUTH,ACCESSORIES,Smart Phone X,8,303.29,2426.32
