sale_date,store,region,product_name,category,unit_price,quantity,total_sales,notes,last_update,sale_year,sale_month,sale_quarter,weekday
2024-06-24,Store-B,NORTH,Smart Phone X,ACCESSORIES,1430.98,1,1430.98,manual override,12/10/2024 12:00 AM,2024.0,6.0,2.0,Monday
,Store C,WEST,Tablet Plus,ELECTRONICS,1239.18,9,11152.62,,2024-12-05 00:00,,,,
,Store B,NORTH,Smart Phone X,ELECTRONICS,817.17,1,817.17,,2024-01-20 00:00,,,,
,Store-C,EAST,Smart Phone X,ELECTRONICS,242.82,1,242.82,,2024-08-05 00:00,,,,
,Store D,,Ltp Pro 15,ELECTRONICS,256.84,7,1797.8799999999999,manual override,2024-11-27 00:00,,,,
,Store E,SOUTH,Tablet,ACCESSORIES,1306.04,4,5224.16,urgent,2024-01-26 00:00,,,,
,Store E,SOUTH,Smart Phone X,ACCESSORIES,374.14,3,1122.42,check later,2024-01-31 00:00,,,,
2024-11-24,Store-C,WEST,Laptop Pro 15,ACCESSORIES,541.72,9,4875.4800000000005,check later,2024-02-29 00:00,2024.0,11.0,4.0,Sunday
,Store C,,Smart Phone X,ELECTRONICS,574.72,5,2873.6000000000004,check later,2024-09-18 00:00,,,,
,Store E,,Smartfone X,ACCESSORIES,738.28,8,5906.24,promo applied,10/15/2024 12:00 AM,,,,
,Store-D,NORTH,Smartfone X,,1626.58,8,13012.64,check later,2024-03-30 00:00,,,,
,Store B,WEST,Smartfone X,ELECTRONICS,1885.89,1,1885.89,,2024-06-09 00:00,,,,
,Store E,SOUTH,Smartfone X,ACCESSORIES,119.27,8,954.16,manual override,,,,,
,Store-D,SOUTH,Laptop Pro15,ACCESSORIES,1764.22,4,7056.88,urgent,09/09/2024 12:00 AM,,,,
,Store B,NORTH,Tablet Plus,ACCESSORIES,1199.88,3,3599.6400000000003,,11/01/2024 12:00 AM,,,,
,Store-C,EAST,Smart Phone X,ACCESSORIES,1076.88,2,2153.76,,06/29/2024 12:00 AM,,,,
,Store C,,Smartphone X,ACCESSORIES,635.08,5,3175.4,promo applied,05/15/2024 12:00 AM,,,,
,Store-E,NORTH,Laptop Pro - 15,ACCESSORIES,1755.44,5,8777.2,,02/23/2024 12:00 AM,,,,
,Store E,SOUTH,Smartphone X,,1036.49,5,5182.45,manual override,04/13/2024 12:00 AM,,,,
,Store-B,SOUTH,Laptop Pro 15,ELECTRONICS,1982.42,10,19824.2,,01/08/2024 12:00 AM,,,,
,Store D,NORTH,Tablet,ACCESSORIES,1405.36,3,4216.08,manual override,10/12/2024 12:00 AM,,,,
,Store-D,EAST,Tablet Plus,ELECTRONICS,1229.36,1,1229.36,manual override,2024-11-03 00:00,,,,
,Store-B,,Tablet,ELECTRONICS,471.89,1,471.89,,2024-11-24 00:00,,,,
2024-08-10,Store-B,NORTH,Smartfone X,ELECTRONICS,570.4,5,2852.0,,04/15/2024 12:00 AM,2024.0,8.0,3.0,Saturday
,Store-B,NORTH,Laptop Pro - 15,ELECTRONICS,978.76,4,3915.04,promo applied,08/09/2024 12:00 AM,,,,
,Store-E,WEST,Smartfone X,ACCESSORIES,520.24,8,4161.92,promo applied,2024-07-30 00:00,,,,
,Store B,SOUTH,Ltp Pro 15,ELECTRONICS,1019.39,3,3058.17,promo applied,04/09/2024 12:00 AM,,,,
,Store A,NORTH,Smart Phone X,ELECTRONICS,311.36,10,3113.6000000000004,,2024-07-25 00:00,,,,
,Store-C,SOUTH,Tablet Plus,ELECTRONICS,691.82,4,2767.28,urgent,2024-08-08 00:00,,,,
2024-09-21,Store C,,Smartfone X,,875.03,8,7000.24,,06/02/2024 12:00 AM,2024.0,9.0,3.0,Saturday
,Store-B,NORTH,Laptop Pro - 15,ELECTRONICS,1270.14,2,2540.28,manual override,2024-12-26 00:00,,,,
2024-11-17,Store C,EAST,Tablet,ACCESSORIES,1150.48,2,2300.96,,2024-02-17 00:00,2024.0,11.0,4.0,Sunday
,Store C,,Smartphone X,ACCESSORIES,1776.56,7,12435.92,,11/24/2024 12:00 AM,,,,
,Store C,EAST,Smartfone X,ACCESSORIES,1082.84,1,1082.84,urgent,08/03/2024 12:00 AM,,,,
2024-03-15,Store-A,EAST,Tablet,ACCESSORIES,896.89,4,3587.56,urgent,2024-10-08 00:00,2024.0,3.0,1.0,Friday
2024-09-02,Store E,WEST,Smartphone X,ELECTRONICS,597.8,6,3586.7999999999997,promo applied,08/15/2024 12:00 AM,2024.0,9.0,3.0,Monday
2024-12-08,Store-D,SOUTH,Laptop Pro15,,1278.62,6,7671.719999999999,promo applied,2024-04-11 00:00,2024.0,12.0,4.0,Sunday
,Store-E,SOUTH,Laptop Pro 15,ACCESSORIES,936.78,10,9367.8,,01/06/2024 12:00 AM,,,,
,Store-B,NORTH,Tablet Plus,,1111.89,9,10007.01,manual override,12/12/2024 12:00 AM,,,,
,Store B,SOUTH,Laptop Pro - 15,,1616.11,9,14544.99,urgent,2024-04-22 00:00,,,,
,Store D,EAST,Smartphone X,ELECTRONICS,1896.36,6,11378.16,,04/15/2024 12:00 AM,,,,
,Store-E,NORTH,Tablet,ACCESSORIES,996.82,4,3987.28,,06/15/2024 12:00 AM,,,,
2024-05-07,Store E,SOUTH,Smartfone X,ELECTRONICS,708.17,7,4957.19,urgent,2024-04-15 00:00,2024.0,5.0,2.0,Tuesday
2024-07-20,Store-E,NORTH,Laptop Pro - 15,ELECTRONICS,1603.48,6,9620.880000000001,urgent,2024-02-17 00:00,2024.0,7.0,3.0,Saturday
,Store-E,WEST,Tablet,ACCESSORIES,1353.36,8,10826.88,,05/31/2024 12:00 AM,,,,
,Store E,EAST,Smartfone X,ELECTRONICS,960.23,4,3840.92,,2024-08-24 00:00,,,,
,Store-B,NORTH,Smartphone X,ELECTRONICS,954.13,10,9541.3,promo applied,09/28/2024 12:00 AM,,,,
,Store-B,EAST,Tablet Plus,ELECTRONICS,838.31,1,838.31,,04/05/2024 12:00 AM,,,,
,Store D,SOUTH,Tablet,ELECTRONICS,494.76,8,3958.08,,2024-10-21 00:00,,,,
,Store E,,Laptop Pro 15,ELECTRONICS,1336.51,4,5346.04,check later,2024-03-04 00:00,,,,
,Store E,EAST,Laptop Pro 15,ELECTRONICS,114.04,7,798.2800000000001,,2024-05-09 00:00,,,,
,Store D,NORTH,Smartfone X,ACCESSORIES,128.49,4,513.96,manual override,05/02/2024 12:00 AM,,,,
,Store-D,EAST,Ltp Pro 15,ELECTRONICS,1065.9,5,5329.5,promo applied,2024-10-10 00:00,,,,
2024-07-29,Store E,SOUTH,Ltp Pro 15,ELECTRONICS,956.41,9,8607.69,,04/04/2024 12:00 AM,2024.0,7.0,3.0,Monday
,Store-A,SOUTH,Smartfone X,ELECTRONICS,1832.68,2,3665.36,check later,02/23/2024 12:00 AM,,,,
,Store A,NORTH,Ltp Pro 15,ELECTRONICS,563.29,6,3379.74,check later,07/30/2024 12:00 AM,,,,
2024-08-17,Store-C,NORTH,Laptop Pro - 15,ACCESSORIES,876.8,3,2630.3999999999996,urgent,05/17/2024 12:00 AM,2024.0,8.0,3.0,Saturday
,Store-B,NORTH,Smartfone X,ACCESSORIES,373.46,4,1493.84,,2024-05-10 00:00,,,,
2024-07-12,Store-D,NORTH,Smartfone X,ACCESSORIES,522.84,8,4182.72,,07/08/2024 12:00 AM,2024.0,7.0,3.0,Friday
,Store D,SOUTH,Tablet Plus,ELECTRONICS,217.35,6,1304.1,,2024-10-21 00:00,,,,
,Store C,WEST,Smartphone X,,1711.64,8,13693.12,check later,2024-05-11 00:00,,,,
,Store C,,Tablet,ELECTRONICS,1526.11,8,12208.88,,01/02/2024 12:00 AM,,,,
,Store-A,SOUTH,Ltp Pro 15,ACCESSORIES,548.99,7,3842.9300000000003,,11/04/2024 12:00 AM,,,,
2024-02-04,Store-B,WEST,Laptop Pro 15,ACCESSORIES,1848.69,8,14789.52,,12/24/2024 12:00 AM,2024.0,2.0,1.0,Sunday
,Store E,,Laptop Pro15,ELECTRONICS,1484.15,8,11873.2,promo applied,2024-12-06 00:00,,,,
,Store E,WEST,Laptop Pro15,ACCESSORIES,1552.38,4,6209.52,manual override,2024-05-16 00:00,,,,
,Store B,,Ltp Pro 15,ACCESSORIES,489.01,1,489.01,check later,,,,,
2024-12-02,Store B,EAST,Smartfone X,,1232.58,5,6162.9,check later,2024-09-08 00:00,2024.0,12.0,4.0,Monday
2024-12-30,Store D,WEST,Tablet,,1444.62,1,1444.62,check later,2024-04-04 00:00,2024.0,12.0,4.0,Monday
,Store B,WEST,Laptop Pro15,ACCESSORIES,1942.36,1,1942.36,check later,2024-06-05 00:00,,,,
,Store C,SOUTH,Smartfone X,ACCESSORIES,937.06,1,937.06,check later,2024-10-18 00:00,,,,
,Store A,NORTH,Laptop Pro15,ACCESSORIES,1157.3,9,10415.699999999999,,09/16/2024 12:00 AM,,,,
,Store A,NORTH,Laptop Pro 15,,241.79,4,967.16,promo applied,2024-04-12 00:00,,,,
,Store E,,Tablet,ACCESSORIES,1846.47,9,16618.23,manual override,10/29/2024 12:00 AM,,,,
,Store-E,EAST,Tablet Plus,,14.05,3,42.150000000000006,check later,2024-08-13 00:00,,,,
2024-06-10,Store B,NORTH,Smartphone X,ELECTRONICS,1947.64,8,15581.12,urgent,2024-03-18 00:00,2024.0,6.0,2.0,Monday
,Store-E,NORTH,Smart Phone X,ELECTRONICS,1710.53,1,1710.53,check later,2024-10-22 00:00,,,,
,Store A,SOUTH,Smartfone X,ELECTRONICS,411.95,6,2471.7,urgent,2024-08-07 00:00,,,,
2024-06-20,Store D,NORTH,Ltp Pro 15,ACCESSORIES,1370.98,6,8225.880000000001,urgent,2024-03-15 00:00,2024.0,6.0,2.0,Thursday
,Store-E,NORTH,Smart Phone X,ACCESSORIES,212.08,5,1060.4,,2024-08-29 00:00,,,,
,Store-D,WEST,Laptop Pro15,ACCESSORIES,1901.76,8,15214.08,,2024-12-17 00:00,,,,
2024-08-27,Store-C,WEST,Smartphone X,ACCESSORIES,601.76,3,1805.28,promo applied,,2024.0,8.0,3.0,Tuesday
,Store A,SOUTH,Tablet,ELECTRONICS,1491.21,3,4473.63,,2024-08-15 00:00,,,,
2024-09-13,Store E,SOUTH,Laptop Pro 15,,1668.84,1,1668.84,,09/03/2024 12:00 AM,2024.0,9.0,3.0,Friday
2024-03-06,Store-D,SOUTH,Smartfone X,ACCESSORIES,1270.19,6,7621.14,check later,02/29/2024 12:00 AM,2024.0,3.0,1.0,Wednesday
,Store D,EAST,Ltp Pro 15,ACCESSORIES,284.53,8,2276.24,manual override,01/17/2024 12:00 AM,,,,
,Store C,SOUTH,Smartfone X,ACCESSORIES,738.37,10,7383.7,check later,2024-08-31 00:00,,,,
,Store-B,EAST,Smartphone X,ACCESSORIES,958.4,2,1916.8,urgent,08/30/2024 12:00 AM,,,,
,Store-C,EAST,Smartfone X,ELECTRONICS,385.86,1,385.86,promo applied,06/18/2024 12:00 AM,,,,
,Store E,,Tablet,ACCESSORIES,1041.63,9,9374.670000000002,urgent,11/09/2024 12:00 AM,,,,
,Store D,SOUTH,Laptop Pro 15,ELECTRONICS,289.82,2,579.64,check later,04/20/2024 12:00 AM,,,,
2024-10-22,Store D,NORTH,Laptop Pro15,ACCESSORIES,443.9,8,3551.2,,07/12/2024 12:00 AM,2024.0,10.0,4.0,Tuesday
2024-07-18,Store D,WEST,Tablet,ACCESSORIES,1210.08,8,9680.64,check later,10/29/2024 12:00 AM,2024.0,7.0,3.0,Thursday
,Store-D,NORTH,Tablet Plus,,720.78,6,4324.68,urgent,2024-05-31 00:00,,,,
,Store C,,Smartphone X,ELECTRONICS,37.72,2,75.44,manual override,08/27/2024 12:00 AM,,,,
,Store C,NORTH,Smart Phone X,ACCESSORIES,866.38,2,1732.76,promo applied,05/22/2024 12:00 AM,,,,
,Store C,WEST,Laptop Pro15,ELECTRONICS,1375.04,6,8250.24,check later,06/10/2024 12:00 AM,,,,
,Store C,EAST,Laptop Pro - 15,ACCESSORIES,710.7,5,3553.5,manual override,2024-07-11 00:00,,,,
2024-12-09,Store D,EAST,Laptop Pro 15,ELECTRONICS,422.53,8,3380.24,,05/12/2024 12:00 AM,2024.0,12.0,4.0,Monday
,Store-E,WEST,Smart Phone X,ACCESSORIES,1385.39,9,12468.51,,2024-06-26 00:00,,,,
,Store-B,EAST,Smartphone X,ELECTRONICS,1997.26,3,5991.78,promo applied,2024-07-20 00:00,,,,
,Store C,NORTH,Laptop Pro15,ACCESSORIES,527.36,10,5273.6,check later,12/17/2024 12:00 AM,,,,
,Store D,EAST,Laptop Pro15,ACCESSORIES,414.07,5,2070.35,promo applied,03/24/2024 12:00 AM,,,,
,Store B,NORTH,Laptop Pro 15,ELECTRONICS,1569.31,2,3138.62,promo applied,12/09/2024 12:00 AM,,,,
2024-03-25,Store E,EAST,Laptop Pro 15,ELECTRONICS,977.26,6,5863.5599999999995,urgent,2024-06-24 00:00,2024.0,3.0,1.0,Monday
,Store-E,WEST,Tablet,ACCESSORIES,1274.61,5,6373.049999999999,promo applied,10/20/2024 12:00 AM,,,,
,Store-B,NORTH,Smart Phone X,ELECTRONICS,287.84,3,863.52,,2024-12-05 00:00,,,,
2024-09-20,Store-C,WEST,Laptop Pro - 15,ELECTRONICS,733.39,10,7333.9,,03/08/2024 12:00 AM,2024.0,9.0,3.0,Friday
,Store C,WEST,Tablet Plus,ELECTRONICS,1831.14,3,5493.42,check later,12/27/2024 12:00 AM,,,,
,Store D,EAST,Laptop Pro15,ACCESSORIES,1100.41,8,8803.28,,04/11/2024 12:00 AM,,,,
,Store B,EAST,Tablet,,996.68,7,6976.759999999999,,2024-12-15 00:00,,,,
,Store A,SOUTH,Tablet,ACCESSORIES,1237.62,2,2475.24,manual override,2024-09-03 00:00,,,,
,Store-D,SOUTH,Smartphone X,ELECTRONICS,1466.5,8,11732.0,,10/23/2024 12:00 AM,,,,
,Store C,NORTH,Laptop Pro 15,ACCESSORIES,1929.97,4,7719.88,manual override,2024-12-24 00:00,,,,
,Store-D,WEST,Laptop Pro - 15,ACCESSORIES,30.97,8,247.76,promo applied,2024-02-18 00:00,,,,
,Store B,NORTH,Smartfone X,ACCESSORIES,1931.79,5,9658.95,promo applied,2024-12-19 00:00,,,,
,Store A,,Laptop Pro - 15,ACCESSORIES,273.09,6,1638.54,check later,10/18/2024 12:00 AM,,,,
2024-08-24,Store-A,WEST,Laptop Pro15,ACCESSORIES,1717.45,4,6869.8,urgent,12/27/2024 12:00 AM,2024.0,8.0,3.0,Saturday
,Store E,NORTH,Smartfone X,ELECTRONICS,1790.64,9,16115.76,urgent,10/16/2024 12:00 AM,,,,
2024-08-06,Store-D,SOUTH,Ltp Pro 15,ELECTRONICS,1717.03,5,8585.15,urgent,2024-06-07 00:00,2024.0,8.0,3.0,Tuesday
,Store-A,NORTH,Laptop Pro - 15,ELECTRONICS,314.12,10,3141.2,,2024-07-20 00:00,,,,
,Store-A,WEST,Smart Phone X,ACCESSORIES,317.98,9,2861.82,,02/07/2024 12:00 AM,,,,
,Store C,EAST,Laptop Pro 15,ELECTRONICS,189.87,5,949.35,,2024-11-17 00:00,,,,
,Store-B,SOUTH,Laptop Pro - 15,,865.07,7,6055.490000000001,urgent,09/12/2024 12:00 AM,,,,
2024-06-05,Store E,EAST,Laptop Pro15,,126.95,6,761.7,,2024-07-28 00:00,2024.0,6.0,2.0,Wednesday
,Store A,EAST,Ltp Pro 15,ACCESSORIES,532.1,7,3724.7000000000003,check later,2024-03-20 00:00,,,,
2024-11-24,Store D,SOUTH,Laptop Pro15,ELECTRONICS,515.1,6,3090.6000000000004,,06/19/2024 12:00 AM,2024.0,11.0,4.0,Sunday
,Store-D,SOUTH,Laptop Pro 15,ELECTRONICS,1608.08,7,11256.56,,2024-09-15 00:00,,,,
,Store B,,Laptop Pro - 15,ELECTRONICS,1072.4,2,2144.8,check later,,,,,
,Store-A,,Tablet,ACCESSORIES,1981.91,7,13873.37,check later,12/11/2024 12:00 AM,,,,
,Store B,EAST,Laptop Pro 15,ACCESSORIES,1485.18,2,2970.36,promo applied,2024-04-12 00:00,,,,
2024-09-11,Store E,NORTH,Ltp Pro 15,ACCESSORIES,351.55,5,1757.75,,2024-07-04 00:00,2024.0,9.0,3.0,Wednesday
,Store E,EAST,Tablet Plus,ACCESSORIES,1027.39,7,7191.7300000000005,,12/01/2024 12:00 AM,,,,
2024-01-02,Store-A,WEST,Ltp Pro 15,ACCESSORIES,357.24,6,2143.44,promo applied,2024-01-09 00:00,2024.0,1.0,1.0,Tuesday
,Store B,EAST,Laptop Pro 15,ACCESSORIES,1958.77,9,17628.93,manual override,2024-08-01 00:00,,,,
,Store-D,NORTH,Smartphone X,ELECTRONICS,174.97,10,1749.7,check later,2024-03-17 00:00,,,,
,Store-D,,Laptop Pro15,ACCESSORIES,1485.48,3,4456.4400000000005,manual override,,,,,
,Store D,EAST,Laptop Pro15,ELECTRONICS,1513.55,6,9081.3,,,,,,
,Store C,,Smartphone X,,245.23,4,980.92,,,,,,
,Store D,EAST,Ltp Pro 15,ACCESSORIES,411.9,3,1235.6999999999998,promo applied,12/08/2024 12:00 AM,,,,
2024-01-12,Store B,SOUTH,Laptop Pro - 15,ELECTRONICS,650.89,10,6508.9,promo applied,10/03/2024 12:00 AM,2024.0,1.0,1.0,Friday
,Store-C,EAST,Laptop Pro15,ACCESSORIES,1460.54,10,14605.4,urgent,2024-11-23 00:00,,,,
,Store B,WEST,Laptop Pro - 15,ELECTRONICS,102.47,3,307.40999999999997,urgent,02/02/2024 12:00 AM,,,,
,Store E,WEST,Tablet Plus,ELECTRONICS,262.86,3,788.58,,03/31/2024 12:00 AM,,,,
2024-10-14,Store C,NORTH,Laptop Pro - 15,ELECTRONICS,1129.59,4,4518.36,urgent,2024-06-08 00:00,2024.0,10.0,4.0,Monday
,Store A,,Smart Phone X,ELECTRONICS,717.68,5,3588.3999999999996,,2024-07-06 00:00,,,,
2024-04-17,Store E,,Tablet,ELECTRONICS,1307.41,2,2614.82,manual override,2024-05-14 00:00,2024.0,4.0,2.0,Wednesday
2024-08-31,Store-B,WEST,Tablet Plus,ELECTRONICS,645.34,5,3226.7000000000003,urgent,2024-06-06 00:00,2024.0,8.0,3.0,Saturday
2024-03-29,Store C,EAST,Smartfone X,ACCESSORIES,1951.35,4,7805.4,urgent,2024-11-18 00:00,2024.0,3.0,1.0,Friday
,Store E,SOUTH,Laptop Pro15,ACCESSORIES,772.44,7,5407.08,,,,,,
,Store-A,SOUTH,Tablet,ELECTRONICS,240.86,10,2408.6000000000004,promo applied,2024-12-05 00:00,,,,
,Store A,NORTH,Smartfone X,ELECTRONICS,1388.8,8,11110.4,,2024-12-04 00:00,,,,
,Store D,SOUTH,Tablet Plus,ACCESSORIES,600.8,8,4806.4,urgent,12/22/2024 12:00 AM,,,,
2024-12-09,Store C,WEST,Laptop Pro15,ACCESSORIES,475.58,2,951.16,promo applied,2024-06-26 00:00,2024.0,12.0,4.0,Monday
,Store E,EAST,Tablet,ACCESSORIES,1616.34,8,12930.72,manual override,09/10/2024 12:00 AM,,,,
,Store-B,EAST,Laptop Pro 15,ACCESSORIES,272.11,6,1632.66,manual override,03/31/2024 12:00 AM,,,,
,Store A,WEST,Ltp Pro 15,ELECTRONICS,1250.96,3,3752.88,promo applied,,,,,
,Store-D,,Smart Phone X,ELECTRONICS,1495.41,9,13458.69,,09/22/2024 12:00 AM,,,,
,Store B,NORTH,Tablet,ELECTRONICS,187.9,6,1127.4,promo applied,08/08/2024 12:00 AM,,,,
2024-03-29,Store B,SOUTH,Ltp Pro 15,ELECTRONICS,1355.23,1,1355.23,,05/30/2024 12:00 AM,2024.0,3.0,1.0,Friday
2024-02-19,Store-C,NORTH,Tablet Plus,ACCESSORIES,843.64,1,843.64,,04/15/2024 12:00 AM,2024.0,2.0,1.0,Monday
,Store E,EAST,Laptop Pro 15,ACCESSORIES,1909.76,7,13368.32,,2024-11-15 00:00,,,,
,Store B,,Smartfone X,ACCESSORIES,1009.3,6,6055.799999999999,urgent,2024-08-06 00:00,,,,
,Store-C,EAST,Smartphone X,,1747.46,1,1747.46,urgent,,,,,
,Store-A,EAST,Tablet Plus,ACCESSORIES,11.31,2,22.62,urgent,2024-08-06 00:00,,,,
,Store-A,NORTH,Smartfone X,ACCESSORIES,1006.2,8,8049.6,,03/04/2024 12:00 AM,,,,
2024-01-07,Store B,NORTH,Tablet,ACCESSORIES,375.71,7,2629.97,check later,2024-07-14 00:00,2024.0,1.0,1.0,Sunday
,Store A,,Smartfone X,ELECTRONICS,473.93,10,4739.3,check later,08/17/2024 12:00 AM,,,,
2024-09-29,Store-E,WEST,Laptop Pro 15,ACCESSORIES,880.28,9,7922.5199999999995,,04/28/2024 12:00 AM,2024.0,9.0,3.0,Sunday
2024-11-15,Store D,EAST,Ltp Pro 15,ACCESSORIES,720.72,1,720.72,,02/22/2024 12:00 AM,2024.0,11.0,4.0,Friday
,Store-E,NORTH,Tablet Plus,,83.23,6,499.38,,,,,,
,Store B,EAST,Tablet Plus,ELECTRONICS,1281.27,7,8968.89,,2024-08-12 00:00,,,,
,Store D,SOUTH,Smartphone X,ACCESSORIES,717.77,4,2871.08,check later,06/21/2024 12:00 AM,,,,
,Store A,EAST,Laptop Pro - 15,ELECTRONICS,211,10,2110.0,,2024-04-10 00:00,,,,
,Store-B,EAST,Tablet,ACCESSORIES,1792.38,7,12546.66,urgent,05/22/2024 12:00 AM,,,,
2024-08-18,Store C,SOUTH,Smartfone X,ACCESSORIES,763.75,9,6873.75,,03/11/2024 12:00 AM,2024.0,8.0,3.0,Sunday
,Store A,EAST,Tablet Plus,ELECTRONICS,1993.95,1,1993.95,urgent,01/03/2024 12:00 AM,,,,
2024-11-15,Store-E,EAST,Smartphone X,ELECTRONICS,651.44,2,1302.88,,07/13/2024 12:00 AM,2024.0,11.0,4.0,Friday
,Store E,NORTH,Tablet,ACCESSORIES,1056.19,8,8449.52,,12/23/2024 12:00 AM,,,,
,Store B,EAST,Smart Phone X,ELECTRONICS,1673.63,1,1673.63,promo applied,05/21/2024 12:00 AM,,,,
,Store E,WEST,Laptop Pro 15,,673.71,9,6063.39,,2024-06-19 00:00,,,,
,Store C,EAST,Tablet Plus,ELECTRONICS,1563.18,7,10942.26,check later,2024-01-10 00:00,,,,
,Store-A,,Tablet,ACCESSORIES,870.71,8,6965.68,check later,,,,,
2024-01-08,Store-B,NORTH,Smartphone X,ELECTRONICS,1255.34,1,1255.34,promo applied,2024-12-22 00:00,2024.0,1.0,1.0,Monday
,Store-A,EAST,Laptop Pro15,,225.97,2,451.94,,2024-10-06 00:00,,,,
,Store A,NORTH,Laptop Pro 15,ELECTRONICS,1882.07,7,13174.49,,2024-08-26 00:00,,,,
,Store E,NORTH,Laptop Pro 15,ELECTRONICS,874.1,3,2622.3,,12/07/2024 12:00 AM,,,,
,Store E,SOUTH,Laptop Pro15,ACCESSORIES,226.02,7,1582.14,manual override,2024-01-31 00:00,,,,
,Store-E,WEST,Laptop Pro 15,ELECTRONICS,1873.91,6,11243.460000000001,,04/04/2024 12:00 AM,,,,
2024-06-01,Store B,EAST,Laptop Pro 15,,858.4,2,1716.8,check later,2024-06-12 00:00,2024.0,6.0,2.0,Saturday
,Store E,,Tablet Plus,ELECTRONICS,1509.77,8,12078.16,urgent,,,,,
,Store B,SOUTH,Smartfone X,ELECTRONICS,621.36,2,1242.72,promo applied,02/03/2024 12:00 AM,,,,
2024-03-25,Store C,NORTH,Tablet,ACCESSORIES,1353.83,5,6769.15,,09/11/2024 12:00 AM,2024.0,3.0,1.0,Monday
2024-03-18,Store A,NORTH,Smart Phone X,ELECTRONICS,283.08,2,566.16,,2024-08-05 00:00,2024.0,3.0,1.0,Monday
,Store A,SOUTH,Tablet,ELECTRONICS,131.85,1,131.85,promo applied,06/29/2024 12:00 AM,,,,
,Store D,EAST,Laptop Pro - 15,ELECTRONICS,1539.47,4,6157.88,promo applied,04/09/2024 12:00 AM,,,,
,Store C,,Smartfone X,ACCESSORIES,1925.73,10,19257.3,promo applied,08/19/2024 12:00 AM,,,,
,Store B,NORTH,Laptop Pro 15,,1663.13,2,3326.26,check later,07/12/2024 12:00 AM,,,,
,Store C,SOUTH,Tablet Plus,ELECTRONICS,1760.56,3,5281.68,urgent,06/20/2024 12:00 AM,,,,
,Store E,NORTH,Tablet Plus,ELECTRONICS,1308.77,10,13087.7,,2024-06-29 00:00,,,,
,Store C,WEST,Smartfone X,ELECTRONICS,1049.62,4,4198.48,check later,10/14/2024 12:00 AM,,,,
,Store C,NORTH,Laptop Pro - 15,ACCESSORIES,468.89,10,4688.9,,,,,,
2024-01-10,Store-A,SOUTH,Laptop Pro15,ACCESSORIES,1639.15,2,3278.3,urgent,05/29/2024 12:00 AM,2024.0,1.0,1.0,Wednesday
,Store E,WEST,Smart Phone X,ELECTRONICS,255.61,9,2300.4900000000002,,2024-04-24 00:00,,,,
,Store C,WEST,Laptop Pro - 15,ELECTRONICS,11.75,7,82.25,,2024-10-18 00:00,,,,
,Store D,,Tablet,ACCESSORIES,1514.8,3,4544.4,,2024-03-23 00:00,,,,
,Store D,WEST,Smartphone X,ACCESSORIES,1409.03,2,2818.06,,07/02/2024 12:00 AM,,,,
,Store-E,EAST,Laptop Pro15,ELECTRONICS,1354.52,6,8127.12,,07/06/2024 12:00 AM,,,,
,Store A,SOUTH,Tablet Plus,ELECTRONICS,545.16,4,2180.64,promo applied,2024-11-04 00:00,,,,
,Store-E,NORTH,Smart Phone X,ELECTRONICS,1308.52,3,3925.56,,10/12/2024 12:00 AM,,,,
,Store A,NORTH,Tablet,ELECTRONICS,1199.65,3,3598.9500000000003,promo applied,06/11/2024 12:00 AM,,,,
,Store-D,EAST,Tablet,ACCESSORIES,47.2,8,377.6,urgent,11/04/2024 12:00 AM,,,,
,Store-D,WEST,Ltp Pro 15,ELECTRONICS,1036.27,2,2072.54,urgent,11/13/2024 12:00 AM,,,,
,Store C,EAST,Laptop Pro - 15,ELECTRONICS,942.62,6,5655.72,,2024-01-08 00:00,,,,
2024-10-01,Store-E,EAST,Smartphone X,ELECTRONICS,1077.64,2,2155.28,manual override,2024-07-01 00:00,2024.0,10.0,4.0,Tuesday
,Store-D,EAST,Smartfone X,ACCESSORIES,1938.99,7,13572.93,check later,2024-05-21 00:00,,,,
,Store C,SOUTH,Laptop Pro15,ACCESSORIES,692.23,5,3461.15,manual override,03/24/2024 12:00 AM,,,,
,Store C,NORTH,Tablet,ELECTRONICS,1377.01,2,2754.02,urgent,2024-03-25 00:00,,,,
,Store E,,Laptop Pro - 15,ELECTRONICS,370.32,10,3703.2,manual override,2024-01-20 00:00,,,,
,Store B,SOUTH,Laptop Pro 15,ACCESSORIES,150.11,4,600.44,manual override,2024-11-29 00:00,,,,
,Store-B,,Tablet,ELECTRONICS,510.14,3,1530.42,,04/21/2024 12:00 AM,,,,
,Store E,EAST,Tablet,ELECTRONICS,1226.02,4,4904.08,,2024-06-21 00:00,,,,
,Store A,EAST,Tablet Plus,ELECTRONICS,1763.43,4,7053.72,check later,02/08/2024 12:00 AM,,,,
,Store E,EAST,Smartfone X,,514.68,5,2573.3999999999996,,01/07/2024 12:00 AM,,,,
,Store D,SOUTH,Laptop Pro - 15,ELECTRONICS,581.65,2,1163.3,check later,,,,,
,Store D,WEST,Tablet,ACCESSORIES,146.31,2,292.62,,08/25/2024 12:00 AM,,,,
,Store B,,Tablet,ACCESSORIES,1694.72,7,11863.04,promo applied,2024-08-17 00:00,,,,
2024-04-03,Store-A,WEST,Ltp Pro 15,ELECTRONICS,492.12,8,3936.96,promo applied,05/21/2024 12:00 AM,2024.0,4.0,2.0,Wednesday
